9F Group (玖富),China,Beijing,Financial tech,investments,Investment tools and platforms,"9F Group is committed to providing simple, efficient, high-quality, and convenient financial technology and information services through mobile internet and big data risk control technology to create wealth value for users.","[('LinkedIn', 'http://www.linkedin.com/company/13234737'), ('ITjuzi', 'http://itjuzi.com/company/4403'), ('Website', 'https://www.9fgroup.com'), ('iOS App', 'http://itunes.apple.com/DE/app/id880967714'), ('CrunchBase', 'http://www.crunchbase.com/organization/9fbank'), ('Weibo', 'http://weibo.com/jiufutougu'), ('Wechat', 'i9fbank')]",1001 to 5000,2006-08-01,Series C,0,2017-11-15
Token360,China,Chengdu,Financial tech,mobile-payments,Payments and remittance,Token360 is a digital currency management software.,"[('Facebook', 'http://www.facebook.com/Token360'), ('Android App', 'http://itunes.apple.com/us/app/token360-bitcoin-portfolio/id1358198003'), ('Website', 'http://www.token360.io'), ('Wechat', 'gh_d06e7c083d75')]",11 to 50,2018-03-09,Seed,0,2018-06-12
CredAble,India,Mumbai,Financial tech,consumer-lending,"Lending, loans, and credit","CredAble is fintech company that combines technology, financing, and analytics to enable vendors of blue-chip corporates to have access to working capital.","[('Website', 'http://credable.in'), ('LinkedIn', 'https://www.linkedin.com/company/credable.in')]",11 to 50,2017-01-01,Series A,15000000,2018-06-12
LendChain,China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",LendChain is a decentralized digital asset financial services platform that provides investment and financing information for cryptocurrency holders.,"[('Website', 'https://www.lendchain.io'), ('LinkedIn', 'https://www.linkedin.com/company/lendchain-ltd'), ('Facebook', 'https://www.facebook.com/lendchain.ltd')]",11 to 50,2018-01-01,Seed,0,2018-06-12
Coinbull (币牛牛),China,Wuhan,Financial tech,financial-administration,Financial accounting and admin,Coinbull (币牛牛) is a real-time coin price displayed app.,"[('Wechat', 'finbitcoin'), ('Website', 'http://www.finbtc.net'), ('iOS App', 'http://itunes.apple.com/cn/app/币牛牛-让数据会说话/id1341266467')]",11 to 50,2017-03-01,Strategic investment,0,2018-06-11
SoPay ,Singapore,None,Financial tech,mobile-payments,Payments and remittance,SoPay is a cryptocurrency payment service platform.,"[('ITjuzi', 'http://www.itjuzi.com/company/32926054'), ('Wechat', 'SoPay_org'), ('Website', 'http://sopay.org')]",11 to 50,2016-03-01,Early Stage,0,2018-06-11
BKEX (币客)  ,China,Chengdu,Financial tech,mobile-payments,Payments and remittance,"BKEX (币客) is a digital asset trading platform that provides Bitcoin, Ethereum, EOS, NEO and other digital currency trading services to the world.","[('Twitter', 'https://twitter.com/ComBkex'), ('Website', 'https://www.bkex.com'), ('Wechat', 'BKbkex'), ('ITjuzi', 'https://www.itjuzi.com/company/70062')]",11 to 50,2018-01-01,Strategic investment,0,2018-06-10
ArchForce (华锐金融),China,Shenzhen,Financial tech,financial-administration,Financial accounting and admin,ArchForce Finance Technology  (华锐金融) is a distributed system infrastructure platform developer focused on developing financial institutions' distributed system. ,"[('ITjuzi', 'https://www.itjuzi.com/company/32916629'), ('CrunchBase', 'https://www.crunchbase.com/organization/archforce-financial-technology'), ('Website', 'http://www.archforce.cn')]",51 to 200,2016-09-01,Strategic investment,7330000,2018-06-08
Ant Financial (蚂蚁金服),China,Hangzhou,Financial tech,mobile-payments,Payments and remittance,"Ant Financial is a technology company that brings inclusive financial services to the world. Officially founded in October 2014, Ant is dedicated to bringing the world more equal opportunities through building a technology-driven open ecosystem and working with other financial institutions to support the future financial needs of society. ","[('ITjuzi', 'http://itjuzi.com/company/18092'), ('Website', 'http://www.antfin.com'), ('Weibo', 'http://weibo.com/u/3216684100'), ('Wechat', '蚂蚁金服'), ('Twitter', 'http://twitter.com/AntFinancial'), ('iOS App', 'http://itunes.apple.com/br/app/ma-yi-jin-fu/id949348065'), ('CrunchBase', 'http://www.crunchbase.com/organization/alipay'), ('Facebook', 'http://www.facebook.com/pages/支付宝/384224658379317'), ('LinkedIn', 'http://www.linkedin.com/company/alipay-com')]",5001 to 10000,2014-10-01,Series B,4500000000,2016-04-19
LongLong Fortune (龙龙理财),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",LongLong Fortune (龙龙理财) is an internet lending information company.,"[('Weibo', 'https://weibo.com/u/6421759655'), ('ITjuzi', 'http://www.itjuzi.com/company/32900722'), ('Website', 'http://www.longlonglc.com'), ('iOS App', 'http://itunes.apple.com/us/app/%E9%BE%99%E9%BE%99%E7%90%86%E8%B4%A2-%E7%9F%AD%E6%9C%9F%E7%90%86%E8%B4%A2%E6%8A%95%E8%B5%84%E5%B9%B3%E5%8F%B0/id1295721128'), ('Wechat', 'longlonglctz')]",11 to 50,2015-06-01,Series A,10000000,2018-06-07
Caogen Touzi/Cgtz.com (草根投资),China,Hangzhou,Financial tech,investments,Investment tools and platforms,Caogen Touzi/Cgtz.com (草根投资) offers investment products to individuals as well as small and medium-sized enterprises.,"[('iOS App', 'https://itunes.apple.com/us/app/cao-gen-tou-zi-tou-zi-cai/id912261455'), ('ITjuzi', 'http://www.itjuzi.com/company/9835'), ('Website', 'https://www.cgtz.com'), ('Wechat', 'cgjr_com'), ('Weibo', 'http://weibo.com/u/5059879538')]",201 to 500,2013-10-01,Series A,0,2015-01-29
"Hyperchain Technologies Co.,Ltd.(趣链科技)",China,Hangzhou,Financial tech,financial-administration,Financial accounting and admin,"Hyperchain Technologies Co.,Ltd.(趣链科技) is an enterprise blockchain and distributed ledger technology company located in Hangzhou, China.","[('Website', 'http://www.hyperchain.cn'), ('ITjuzi', 'http://www.itjuzi.com/company/44059'), ('Wechat', 'hyperchain'), ('Weibo', 'http://weibo.com/u/6087259543')]",51 to 200,2016-07-11,Strategic investment,234000000,2018-06-03
CredRight,India,None,Financial tech,consumer-lending,"Lending, loans, and credit",CredRight is digital lending company focused on Micro and Small businesses.,"[('Facebook', 'https://www.facebook.com/CredRight'), ('LinkedIn', 'https://www.linkedin.com/company/credright-pvt-ltd'), ('Website', 'https://www.credright.com')]",11 to 50,2016-04-01,Early Stage,1300000,2018-06-02
Toffee Insurance,India,Haryana,Financial tech,insurance-tech-insurtech,Insurance tech,Toffee Insurance is a company that offers insurance coverage.,"[('Facebook', 'https://www.facebook.com/toffeeinsurance'), ('Website', 'https://toffeeinsurance.com'), ('LinkedIn', 'https://www.linkedin.com/company/toffee-insurance')]",11 to 50,2017-01-01,Seed,1500000,2018-06-02
CoinTribe,India,Gurgaon,Financial tech,consumer-lending,"Lending, loans, and credit",CoinTribe is an online lending platform that provides funds.,"[('Website', 'https://www.cointribe.com'), ('LinkedIn', 'https://www.linkedin.com/company/cointribe-technologies'), ('Facebook', 'https://www.facebook.com/cointribe')]",51 to 200,2015-01-01,Series B,10000000,2018-06-02
Jixin Blockchain (极信区块链),China,Hangzhou,Financial tech,mobile-payments,Payments and remittance,Jixin Blockchain (极信区块链) is a blockchain digital assets solution provider.,"[('CrunchBase', 'http://www.crunchbase.com/organization/jixin-blockchain'), ('ITjuzi', 'http://www.itjuzi.com/company/32867559')]",11 to 50,2016-12-01,Seed,0,2018-06-01
Fengxian Guanjia (风险管家),China,Shanghai,Financial tech,insurance-tech-insurtech,Insurance tech,Fengxian Guanjia provides enterprises and personal online risk management and insurance brokers services.,"[('Weibo', 'http://weibo.com/u/5786653258'), ('Wechat', 'riskeys'), ('ITjuzi', 'http://www.itjuzi.com/company/50230'), ('Website', 'http://www.anyi-tech.com')]",11 to 50,2015-09-01,Series A,0,2018-06-01
imToken,China,Hangzhou,Financial tech,mobile-payments,Payments and remittance,imToken is a digital asset wallet based on blockchain.,"[('Android App', 'http://play.google.com/store/apps/details?id=org.consenlabs.token'), ('LinkedIn', 'https://www.linkedin.com/company/imtoken'), ('Wechat', 'imToken'), ('Website', 'http://token.im'), ('Twitter', 'http://twitter.com/ConsenLabs'), ('iOS App', 'http://itunes.apple.com/us/app/imtoken-your-trusted-wallet/id1153230571'), ('Facebook', 'https://www.facebook.com/ImToken-118418515490838'), ('Weibo', 'http://weibo.com/imToken'), ('ITjuzi', 'http://www.itjuzi.com/company/66557'), ('CrunchBase', 'http://www.crunchbase.com/organization/imtoken')]",11 to 50,2016-05-01,Seed,0,2016-06-01
iPampas (潘帕斯),China,Hangzhou,Financial tech,investments,Investment tools and platforms,iPampas (潘帕斯) provides big data solutions and tools for financial institutions.,"[('Wechat', 'ipampasgroup'), ('Website', 'http://www.ipampas.com'), ('ITjuzi', 'http://www.itjuzi.com/company/82481')]",11 to 50,2017-04-20,Seed,0,2017-10-31
Wukaxiong (呜咔熊),China,Chengdu,Financial tech,consumer-lending,"Lending, loans, and credit",Wukaxiong (呜咔熊) is an internet staggered consumer payment services platform.,"[('Wechat', 'wukabear'), ('ITjuzi', 'http://www.itjuzi.com/company/19513492'), ('Website', 'http://www.dauron.com')]",51 to 200,2016-05-01,Bridge,0,2018-06-01
Easy Transfer (易思汇),China,Beijing,Financial tech,mobile-payments,Payments and remittance,Easy Transfer is a third-party payment service for overseas tuition fees.,"[('ITjuzi', 'http://www.itjuzi.com/company/27742'), ('Website', 'http://www.easytransfer.cn/'), ('Wechat', 'easy_transfer'), ('Weibo', 'http://weibo.com/u/5105029445')]",11 to 50,2013-03-01,Series A,0,2018-05-31
Pine Labs,India,Noida,Financial tech,mobile-payments,Payments and remittance,"Pine Labs is a provider of retail POS (Point of sale) solutions that simplify payment acceptance, while creating business opportunities for issuers, merchants, and brands to connect with consumers.","[('Twitter', 'https://twitter.com/pinelabsindia'), ('LinkedIn', 'https://www.linkedin.com/company/pinelabs-private-limited'), ('Facebook', 'https://www.facebook.com/pinelabspaymentsolutions'), ('Website', 'https://www.pinelabs.com'), ('Google+', 'https://plus.google.com/+pinelabs'), ('CrunchBase', 'https://www.crunchbase.com/organization/pinelabs')]",1001 to 5000,1998-01-01,Late Stage,82000000,2018-03-13
Lancaiwang (懒财网),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit",Lancaiwang is an online loan and bidding service platform for small and medium-sized white-collar users.,"[('iOS App', 'https://itunes.apple.com/us/app/id908629934'), ('Website', 'http://www.lancai.cn'), ('ITjuzi', 'http://itjuzi.com/company/11190'), ('Weibo', 'http://weibo.com/u/5240331706'), ('Wechat', 'lancai_licai')]",51 to 200,2013-11-01,Series B,27100000,2016-08-18
ToneTag,India,Bangalore,Financial tech,mobile-payments,Payments and remittance,"ToneTag allows easy, frictionless, and secure proximity payments using soundwaves (tone) or NFC (tag), and enables contactless experience on any device.","[('LinkedIn', 'https://in.linkedin.com/company/tonetag'), ('Blog', 'https://tonetag.com/blog'), ('CrunchBase', 'https://www.crunchbase.com/organization/tonetag'), ('Facebook', 'https://www.facebook.com/tonetag'), ('Website', 'http://tonetag.com'), ('AngelList', 'https://angel.co/tonetag-2'), ('Twitter', 'https://twitter.com/tonetag')]",11 to 50,2014-01-01,Seed,0,2016-11-10
ValPromise ,China,Beijing,Financial tech,insurance-tech-insurtech,Insurance tech,"ValPromise is committed to build a blockchain-based, distributed value promise contract release-trading platform.","[('Website', 'http://www.valp.io'), ('Facebook', 'http://www.facebook.com/hiValPromise'), ('Twitter', 'http://twitter.com/ValPromise'), ('ITjuzi', 'http://www.itjuzi.com/company/32858429'), ('Wechat', 'gh_c7fd07b75d7c')]",11 to 50,2018-01-01,Strategic investment,0,2018-05-29
Acko General Insurance,India,Mumbai,Financial tech,insurance-tech-insurtech,Insurance tech,Acko General Insurance is a digital insurance company based in India.,"[('Website', 'https://www.acko.com'), ('LinkedIn', 'https://www.linkedin.com/company/acko-general-insurance'), ('Facebook', 'https://www.facebook.com/ackoinsurance')]",51 to 200,2016-08-01,Bridge,12000000,2018-05-28
Bull Smart Technology (牛牛智能科技),China,Shenzhen,Financial tech,financial-administration,Financial accounting and admin,Bull Smart Technology (牛牛智能科技) is a smart supply chain system solution provider.,"[('Website', 'http://www.fromgeek.com'), ('ITjuzi', 'http://www.itjuzi.com/company/32847902'), ('CrunchBase', 'http://www.crunchbase.com/organization/bull-smart-technology')]",11 to 50,2018-01-01,Seed,0,2018-05-24
CashCare,India,Mumbai,Financial tech,consumer-lending,"Lending, loans, and credit","CashCare is an innovative consumer lending platform.
","[('LinkedIn', 'https://www.linkedin.com/company/3753034'), ('Facebook', 'https://www.facebook.com/CashCare0'), ('Twitter', 'https://twitter.com/ca5hcare'), ('AngelList', 'https://angel.co/cashcare'), ('Website', 'http://www.cashcare.in')]",2 to 10,2014-01-01,M&A,0,2018-05-22
Mime Financial  (米么金服),China,Shanghai,Financial tech,consumer-lending,"Lending, loans, and credit",Mime Financial is a mobile internet lending and P2P services company for young people.,"[('iOS App', 'https://itunes.apple.com/us/app/me-me-guan-jia/id1109339498'), ('Wechat', 'memeloan'), ('CrunchBase', 'http://www.crunchbase.com/organization/mi-me-financial#section-overview'), ('Weibo', 'http://weibo.com/u/5209387910'), ('Website', ' http://www.memedai.cn'), ('ITjuzi', 'http://www.itjuzi.com/company/22950')]",201 to 500,2014-06-01,Series A,0,2015-02-28
Jianwei Data (见微数据),China,Beijing,Financial tech,investments,Investment tools and platforms,Jianwei Data (见微数据) is a professional financial information service provider that provides more convenient and reliable information services for participating institutions and practitioners in various capital markets.,"[('CrunchBase', 'http://www.crunchbase.com/organization/jianwei-data'), ('Wechat', 'jianweidata'), ('iOS App', 'http://itunes.apple.com/us/app/见微数据/id1330923641'), ('Website', 'http://www.jianweidata.com'), ('ITjuzi', 'http://www.itjuzi.com/company/62800')]",11 to 50,2016-01-01,Bridge,0,2018-05-18
"Jirnexu (KreditGoGo, RinggitPlus)",Malaysia,Kuala Lumpur,Financial tech,financial-product-comparison,Financial product comparison,"Jirnexu, formerly known as Saving Plus, delivers end-to-end digital acquisition tools and solutions for FSIs and service providers in Asia. Jirnexu's subsidiaries are KreditGoGo in Indonesia and RinggitPlus in Malaysia.","[('Facebook', 'http://www.facebook.com/RinggitPlus'), ('AngelList', 'https://angel.co/jirnexu'), ('CrunchBase', 'https://www.crunchbase.com/organization/jirnexu'), ('Blog', 'https://ringgitplus.com'), ('Twitter', 'https://twitter.com/jirnexu'), ('LinkedIn', 'https://www.linkedin.com/company/10537674'), ('Website', 'http://jirnexu.com')]",51 to 200,2012-01-01,Bridge,2000000,2017-10-25
Pilipa (噼里啪),China,Beijing,Financial tech,financial-administration,Financial accounting and admin,"Pilipa (噼里啪) is a smart finance and taxation brand, and a domestic corporate tax service provider that helps enterprise users with professional financial and operational support.","[('ITjuzi', 'http://www.itjuzi.com/company/20935'), ('Weibo', 'http://weibo.com/u/6011455975'), ('Wechat', 'aikangding'), ('CrunchBase', 'http://www.crunchbase.com/organization/pilipa'), ('Website', 'http://i-counting.cn')]",51 to 200,2015-06-01,Series A,11500000,2017-06-05
Qutke.com (况客),China,Beijing,Financial tech,financial-administration,Financial accounting and admin,"Qutke.com (况客) is a banking technology provider that offers investment research solutions, investment management systems, and more.","[('Website', 'http://qutke.com'), ('ITjuzi', 'http://www.itjuzi.com/company/19141'), ('Weibo', 'http://weibo.com/u/5696203871'), ('CrunchBase', 'http://www.crunchbase.com/organization/qutke'), ('Wechat', 'qutke_research')]",51 to 200,2014-12-01,Late Stage,7850000,2018-05-17
Shangbee (尚币),China,Beijing,Financial tech,financial-administration,Financial accounting and admin,Shangbee (尚币) is a digital asset management platform.,"[('ITjuzi', 'http://www.itjuzi.com/company/32839190'), ('Website', 'http://www.shangbee.com'), ('CrunchBase', 'http://www.crunchbase.com/organization/shangbee-com')]",11 to 50,2018-01-01,Seed,7050000,2018-05-17
Sinolink Yongfu (国金涌富),China,Shanghai,Financial tech,investments,Investment tools and platforms,Sinolink Yongfu (国金涌富) is an investment management service provider based on big financial data.,"[('Wechat', 'gjyfzcgl'), ('Website', 'http://www.gjyf.com.cn'), ('Weibo', 'http://weibo.com/gjyfzg'), ('ITjuzi', 'http://www.itjuzi.com/company/45979')]",11 to 50,2015-07-01,Bridge,0,2018-05-17
Biss.com (币市),China,Beijing,Financial tech,financial-exchanges,Financial exchanges,Biss.com (币市) is a digital currency exchange.,"[('ITjuzi', 'http://www.itjuzi.com/company/32837863'), ('Website', 'http://www.biss.com'), ('Wechat', 'bisscom')]",11 to 50,2018-01-01,Unspecified Stage,0,2018-05-16
Xinshu Credit (信数金服),China,Shanghai,Financial tech,financial-administration,Financial accounting and admin,Xinshu Credit (信数金服) is a Chinese big data and credit solutions provider.,"[('Weibo', 'http://weibo.com/u/6427281267'), ('Wechat', 'gh_d0f28119722e'), ('CrunchBase', 'http://www.crunchbase.com/organization/xinshu-credit'), ('ITjuzi', 'http://www.itjuzi.com/company/31337'), ('Website', 'http://www.xinshucredit.com')]",11 to 50,2015-05-01,Bridge,0,2018-05-14
JULO,Indonesia,None,Financial tech,consumer-lending,"Lending, loans, and credit",JULO is a digital lending company that is revolutionizing access to financial products for millions of emerging consumers in Indonesia. ,"[('Website', 'http://www.julo.co.id'), ('Facebook', 'https://www.facebook.com/JuloFinance'), ('Android App', 'https://play.google.com/store/apps/details?id=com.julofinance.juloapp'), ('Twitter', 'https://twitter.com/julofinance'), ('AngelList', 'https://angel.co/pt-julo-teknologi-finansial'), ('CrunchBase', 'https://www.crunchbase.com/organization/julo-2'), ('Instagram', 'https://www.instagram.com/julofinance')]",51 to 200,2017-02-01,Seed,0,2017-07-19
Yunrong Fintech (云融金科),China,Hangzhou,Financial tech,financial-administration,Financial accounting and admin,"Yunrong Fintech (云融金科) is a financial software supplier and consulting service provider. The company's main business includes investment and financing platform, small and micro asset management, and bill trading system.","[('ITjuzi', 'http://www.itjuzi.com/company/32784854'), ('Weibo', 'http://weibo.com/hsjry'), ('Wechat', 'hs-yunrong'), ('Website', 'http://www.hsjry.com')]",201 to 500,2015-03-10,Series A,12600000,2018-05-10
PaisaDukan,India,Mumbai,Financial tech,consumer-lending,"Lending, loans, and credit",PaisaDukan owned by BigWin Infotech is a peer to peer lending marketplace platform.,"[('Website', 'https://www.paisadukan.com'), ('Facebook', 'https://www.facebook.com/paisadukan'), ('LinkedIn', 'https://www.linkedin.com/company/paisadukan')]",11 to 50,2018-01-01,Seed,225000,2018-05-10
Qingtianzhu (晴天助),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",Qingtianzhu (晴天助) is a personal car loan and small business loan platform.,"[('Website', 'http://www.qtz360.com'), ('Wechat', 'wwwqtz360com'), ('iOS App', 'http://itunes.apple.com/PH/app/id1309449601'), ('Weibo', 'http://weibo.com/p/1006065990913777/home'), ('ITjuzi', 'http://www.itjuzi.com/company/32827692')]",201 to 500,2016-01-01,Series A,7890000,2018-05-09
Capital & Credit Risk Manager (CCRManager),Singapore,Singapore,Financial tech,investments,Investment tools and platforms,The Capital & Credit Risk Manager (CCRManager) is a digital platform to distribute trade finance assets. CCRManager also invests in and operates technology platforms and financial solutions for the global trade and working capital industry.,"[('Twitter', 'https://twitter.com/ccrmconnect'), ('Website', 'http://ccrmanager.com'), ('Google+', 'https://plus.google.com/+ccrmanager'), ('LinkedIn', 'https://www.linkedin.com/company/13183056'), ('Facebook', 'https://www.facebook.com/ccrmanager')]",11 to 50,2016-01-01,Series A,6500000,2018-05-09
Homaer Financial (荷马金融),China,Beijing,Financial tech,investments,Investment tools and platforms,Homaer Financial is a professional overseas investments and finance platform.,"[('Website', 'https://www.homaer.com'), ('iOS App', 'http://itunes.apple.com/us/app/he-ma-jin-rong/id999766158'), ('Wechat', 'hemajinrong'), ('Weibo', 'http://weibo.com/u/5199704661'), ('ITjuzi', 'http://www.itjuzi.com/company/25013')]",51 to 200,2014-06-01,Series A,0,2017-02-14
Seedly,Singapore,None,Financial tech,financial-administration,Financial accounting and admin,"At Seedly, we help you make smarter financial decisions with the right tools and right mindset. ","[('LinkedIn', 'https://www.linkedin.com/company/seedly'), ('Instagram', 'http://www.instagram.com/seedly_app'), ('Twitter', 'http://twitter.com/seedly_app'), ('Facebook', 'http://www.facebook.com/groups/seedlyfinance'), ('Blog', 'https://blog.seedly.sg'), ('Facebook', 'https://www.facebook.com/seedlysg'), ('Website', 'https://seedly.sg')]",2 to 10,2016-01-01,Seed,0,2016-01-01
CapBridge,Singapore,Singapore,Financial tech,mobile-payments,Payments and remittance,CapBridge is a private institutional market that facilitates transactions among investors and companies.,"[('Website', 'https://www.capbridge.sg'), ('CrunchBase', 'https://www.crunchbase.com/organization/capbridge'), ('LinkedIn', 'https://www.linkedin.com/company/6438481')]",51 to 200,2015-01-01,Series A,3700000,2018-05-07
Shenma Jinrong (什马金融),China,Shanghai,Financial tech,consumer-lending,"Lending, loans, and credit",Shenma Jinrong (什马金融) is a financial service platform that provides supply chain financial services and consumer financial services to channel merchants and farmers respectively.,"[('Website', 'http://www.shenmajr.com'), ('Wechat', 'ShenmaGroup'), ('ITjuzi', 'http://itjuzi.com/company/28893')]",51 to 200,2015-01-04,Series C,47300000,2018-05-07
SahiGST,India,Mumbai,Financial tech,financial-administration,Financial accounting and admin,SahiGST is a cloud-based solution for GST (Goods and Service Tax) compliance.,"[('LinkedIn', 'https://www.linkedin.com/company/sahigst'), ('Website', 'https://sahigst.com'), ('Facebook', 'https://www.facebook.com/SahiGST')]",11 to 50,2017-01-01,M&A,0,2018-05-05
Mobile Credit Payment (MC Payment),Singapore,Singapore,Financial tech,mobile-payments,Payments and remittance,"MC Payment is both a payment technology and merchant service company who supports the end-to-end value-chain of commerce transaction, ranging from suppliers, merchants, to consumer payments.","[('Website', 'http://www.mcpayment.com'), ('Twitter', 'https://twitter.com/MCPayment'), ('LinkedIn', 'https://www.linkedin.com/company/mobile-credit-payment'), ('Facebook', 'https://www.facebook.com/MCPayment'), ('Google+', 'https://plus.google.com/+Mcpayment'), ('CrunchBase', 'https://www.crunchbase.com/organization/mc-payment')]",51 to 200,2005-01-01,M&A,59000000,2018-05-04
Bezant,Singapore,Singapore,Financial tech,mobile-payments,Payments and remittance,"Bezant is a decentralized payment protocol that provides fast, secure, and reliable payment solutions so that people from all over the world could access global digital contents without borders with the Jehmi Platform.","[('Facebook', 'https://www.facebook.com/bezantofficial'), ('Website', 'https://bezant.io'), ('LinkedIn', 'https://www.linkedin.com/company/bezantofficial')]",11 to 50,2018-01-01,ICO,20800000,2018-05-03
AU32.CN (黄金管家),China,Beijing,Financial tech,investments,Investment tools and platforms,"AU32.CN (黄金管家), is a Chinese online financial service platform focusing on gold trading and investment.","[('ITjuzi', 'http://www.itjuzi.com/company/12452'), ('Website', 'https://www.au32.cn'), ('iOS App', 'http://itunes.apple.com/us/app/au-jin-guan-jia/id1028299545'), ('Wechat', 'AU金管家'), ('Weibo', 'http://weibo.com/u/5651884187')]",11 to 50,2015-06-01,Series B,0,2018-01-05
OYE! Loans,India,Chennai,Financial tech,consumer-lending,"Lending, loans, and credit",OYE! Loans is focused on offering personal loans.,"[('Website', 'https://www.oyeloans.com'), ('LinkedIn', 'https://www.linkedin.com/company/oye-fintech-private-limited'), ('Facebook', 'https://www.facebook.com/oyeloans')]",11 to 50,2017-01-01,Debt,2250000,2018-05-04
Kcash,China,Beijing,Financial tech,mobile-payments,Payments and remittance,Kcash is a safe and convenient digital wallet for blockchain assets that connects the cryptocurrency with the physical world.,"[('Android App', 'http://play.google.com/store/apps/details?id=com.kcashpro.wallet'), ('LinkedIn', 'http://www.linkedin.com/company/kcash'), ('Website', 'http://kcash.com'), ('Twitter', 'http://twitter.com/Kcashofficial'), ('Wechat', 'gh_973423b54ce0'), ('Weibo', 'http://weibo.com/Kcash'), ('Facebook', 'https://www.facebook.com/KcashOfficial'), ('ITjuzi', 'http://www.itjuzi.com/company/32420509'), ('iOS App', 'http://itunes.apple.com/us/app/kcash-blockchain-wallet/id1344728740')]",11 to 50,2015-05-01,Strategic investment,0,2018-05-04
CredoLab,Singapore,Singapore,Financial tech,consumer-lending,"Lending, loans, and credit","CredoLab is a fintech company dedicated to improving financial inclusion and financial access for underbanked consumers by providing a smartphone-based credit scoring solutions for consumer lenders, using state-of-the-art digital tech to enable financial inclusion.","[('Twitter', 'https://twitter.com/CredoLab'), ('Website', 'http://credolab.com'), ('Facebook', 'https://www.facebook.com/credolab'), ('Video', 'https://www.youtube.com/watch?v=R8zcYT1YxCo'), ('CrunchBase', 'https://www.crunchbase.com/organization/credolab'), ('LinkedIn', 'https://www.linkedin.com/company/10851795')]",11 to 50,2016-01-01,Seed,0,2016-01-01
Rubique (BestDealFinance),India,Mumbai,Financial tech,consumer-lending,"Lending, loans, and credit",Rubique is an online marketplace platform for loans and credit cards.,"[('Android App', 'https://play.google.com/store/apps/details?id=com.bestdealfinance.bdfpartner'), ('LinkedIn', 'https://www.linkedin.com/company-beta/10332213'), ('Website', 'https://www.rubique.com'), ('CrunchBase', 'https://www.crunchbase.com/organization/bestdealfinance'), ('iOS App', 'https://itunes.apple.com/in/app/rubique-associate-zone/id1196581251'), ('Blog', 'https://www.rubique.com/blog'), ('Facebook', 'https://www.facebook.com/rubiquefinance'), ('AngelList', 'https://angel.co/bestdealfinance-com-1'), ('Twitter', 'https://twitter.com/rubiquefinance')]",51 to 200,2014-10-22,Bridge,3000000,2017-06-28
Capital Float,India,Bangalore,Financial tech,consumer-lending,"Lending, loans, and credit",Capital Float is an online platform that provides working capital finance to SMEs in India.,"[('Video', 'https://youtu.be/JML8qi-opRQ'), ('Blog', 'https://blog.capitalfloat.com'), ('Website', 'http://capitalfloat.com'), ('Google+', 'https://plus.google.com/104142813759048362569'), ('Twitter', 'https://twitter.com/CapitalFloat'), ('LinkedIn', 'https://www.linkedin.com/company/capital-float'), ('Android App', 'https://play.google.com/store/apps/details?id=com.capitalfloat.cfcadmin'), ('Facebook', 'https://www.facebook.com/capitalfloat'), ('CrunchBase', 'http://www.crunchbase.com/organization/capital-float'), ('AngelList', 'https://angel.co/capital-float')]",11 to 50,2013-01-01,Seed,2000000,2014-06-25
myloancare,India,Gurgaon,Financial tech,consumer-lending,"Lending, loans, and credit","Myloancare is an online loans marketplace that offers borrowers a digital platform to compare, select and apply for online loans for purposes such as housing, gold, personal etc.","[('LinkedIn', 'https://www.linkedin.com/company/myloancare-india'), ('Facebook', 'https://www.facebook.com/MyLoanCare'), ('Website', 'https://www.myloancare.in')]",51 to 200,2014-01-01,Seed,978000,2018-04-30
Duxiaoman Financial (度小满金融),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit","Duxiaoman Financial (度小满金融), formerly knows as Baidu Financial, provides short-term loans and investment services.","[('Website', 'http://jinrong.baidu.com'), ('Weibo', 'http://weibo.com/u/6458545131'), ('ITjuzi', 'http://www.itjuzi.com/company/32811184'), ('CrunchBase', 'http://www.crunchbase.com/organization/du-xiaoman-financial'), ('Wechat', 'gh_e807671eb21e')]",51 to 200,2016-04-01,M&A,1900000000,2018-04-28
TokenInsight,China,Beijing,Financial tech,investments,Investment tools and platforms,TokenInsight specializes in providing data and ratings for tokens.,"[('Website', 'http://tokenin.io'), ('ITjuzi', 'http://www.itjuzi.com/company/32807303'), ('CrunchBase', 'http://www.crunchbase.com/organization/tokeninsight'), ('Weibo', 'http://weibo.com/u/6515221664'), ('Twitter', 'http://twitter.com/TokenInsight'), ('Wechat', 'TokenInsight')]",11 to 50,2018-03-01,Seed,0,2018-04-27
Paper,Indonesia,Jakarta,Financial tech,financial-administration,Financial accounting and admin,"Paper is an invoicing, accounting, and inventory software for businesses.","[('Facebook', 'https://www.facebook.com/paperinvoice'), ('Website', 'https://paper.id'), ('LinkedIn', 'https://www.linkedin.com/company/27228122')]",11 to 50,2017-01-01,Seed,0,2018-04-27
